accuracy,precision,recall,f1,test_loss,num_epochs,communication_cost_mb,num_rounds,num_clients,accuracy_std,precision_std,recall_std,f1_std,test_loss_std
0.9603,0.9206,0.93,0.9238,0.5097,300,0.0,0,5,0.0127,0.0582,0.0332,0.0312,0.3922
