epoch,train_loss
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 200, 201, 202, 203, 204, 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 216, 217, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, 231, 232, 233, 234, 235, 236, 237, 238, 239, 240, 241, 242, 243, 244, 245, 246, 247, 248, 249, 250, 251, 252, 253, 254, 255, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266, 267, 268, 269, 270, 271, 272, 273, 274, 275, 276, 277, 278, 279, 280, 281, 282, 283, 284, 285, 286, 287, 288, 289, 290, 291, 292, 293, 294, 295, 296, 297, 298, 299, 300]","[0.679, 0.6518, 0.6305, 0.6006, 0.5642, 0.5323, 0.4906, 0.451, 0.4194, 0.3644, 0.3343, 0.2928, 0.2642, 0.2448, 0.2069, 0.1996, 0.1793, 0.1688, 0.1549, 0.1499, 0.1425, 0.1271, 0.1214, 0.1132, 0.1043, 0.1063, 0.1044, 0.1016, 0.0881, 0.0895, 0.0814, 0.0772, 0.0724, 0.0815, 0.0682, 0.0708, 0.0611, 0.059, 0.066, 0.0536, 0.0618, 0.0453, 0.0565, 0.0512, 0.0578, 0.0634, 0.0387, 0.0425, 0.0457, 0.0401, 0.0372, 0.0378, 0.0449, 0.0408, 0.0382, 0.0492, 0.0374, 0.0335, 0.038, 0.0335, 0.0345, 0.031, 0.034, 0.0275, 0.0302, 0.0258, 0.0265, 0.0293, 0.0224, 0.0305, 0.0233, 0.0263, 0.0248, 0.0224, 0.0342, 0.0264, 0.0246, 0.0262, 0.0201, 0.0171, 0.0205, 0.0169, 0.0239, 0.0203, 0.0172, 0.0195, 0.021, 0.0284, 0.0121, 0.0237, 0.0162, 0.0136, 0.0117, 0.0118, 0.014, 0.02, 0.0129, 0.0122, 0.0112, 0.0102, 0.0177, 0.0202, 0.0113, 0.0128, 0.014, 0.0125, 0.0135, 0.0092, 0.0172, 0.0072, 0.0095, 0.0124, 0.0185, 0.0089, 0.0159, 0.0159, 0.0104, 0.0077, 0.0124, 0.0082, 0.0081, 0.0114, 0.008, 0.0126, 0.0061, 0.0109, 0.0099, 0.0082, 0.0064, 0.0076, 0.0076, 0.0152, 0.0095, 0.0045, 0.0211, 0.0065, 0.0064, 0.0065, 0.0125, 0.0146, 0.0096, 0.0089, 0.0056, 0.0059, 0.0104, 0.0124, 0.0139, 0.0089, 0.0047, 0.0052, 0.0059, 0.0068, 0.006, 0.006, 0.0101, 0.0085, 0.0033, 0.0056, 0.0058, 0.0062, 0.0059, 0.0053, 0.0076, 0.0098, 0.0071, 0.003, 0.0057, 0.0032, 0.0079, 0.0037, 0.0039, 0.0064, 0.0046, 0.0058, 0.0023, 0.0044, 0.0025, 0.0099, 0.0036, 0.0026, 0.0024, 0.004, 0.0034, 0.0107, 0.0051, 0.0071, 0.0156, 0.0023, 0.0055, 0.0035, 0.0029, 0.0051, 0.0017, 0.0033, 0.0036, 0.0059, 0.0026, 0.007, 0.0038, 0.0083, 0.0019, 0.0082, 0.002, 0.0048, 0.0014, 0.0099, 0.0076, 0.0041, 0.0022, 0.0018, 0.0021, 0.0032, 0.0024, 0.0056, 0.0035, 0.006, 0.0176, 0.0057, 0.0065, 0.0022, 0.0034, 0.0024, 0.0024, 0.0022, 0.0036, 0.0053, 0.0097, 0.0036, 0.0032, 0.0026, 0.003, 0.0019, 0.0027, 0.0081, 0.0033, 0.0017, 0.0058, 0.0023, 0.0041, 0.0023, 0.0098, 0.0016, 0.0006, 0.0012, 0.0031, 0.0024, 0.002, 0.0015, 0.0041, 0.0024, 0.0026, 0.0022, 0.0017, 0.0017, 0.0016, 0.0009, 0.001, 0.0017, 0.0008, 0.0009, 0.0008, 0.0008, 0.0043, 0.0014, 0.0022, 0.0014, 0.0038, 0.0036, 0.0005, 0.0021, 0.0019, 0.0021, 0.0023, 0.0007, 0.0016, 0.0011, 0.0019, 0.0008, 0.0028, 0.0027, 0.0006, 0.001, 0.0048, 0.0011, 0.0024, 0.0023, 0.0017, 0.0026, 0.0017, 0.0035, 0.0009, 0.0012, 0.0011, 0.0009, 0.0019, 0.0007, 0.0005, 0.0024, 0.0009, 0.0019]"
